CODIGO ; NIVEL DE ACCESO ; NOMBRE ; CATEGORIA ; DESCRIPCION CORTA ; DESCRIPCION ; IMPORTE ; ACTIVO/EN VENTA ; NOMBRE ARCHIVO IMAGEN  ; NOMBRE SKU ; COLOR ; CODIGO DE BARRAS DE FORMATO ; LONGITUD ; ANCHO ; ALTO ; ABREVIACION DE UNIDAD DE MEDIDA DE LONGITUD ; ABREVIACION DE UNIDAD DE MEDIDA DE CANTIDAD ; NIVEL DE ACCESO DEL FORMATO ; ACTUALIZAR PAR√ÅMETROS ; ACTUALIZAR GALERIA IMAGENES DE PRODUCTO ; ACTUALIZAR GALERIA IMAGENES DE FORMATO
50071        ; 100 ; Mozo perchero negro            ; Mueble ;  ;  ; 0 ; 1 ;  ; 50071        ;  ; 8435406124203 ; 55 ; 55 ; 175 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50072        ; 100 ; Mozo perchero blanco           ; Mueble ;  ;  ; 0 ; 1 ;  ; 50072        ;  ; 8435406124210 ; 55 ; 55 ; 175 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50073        ; 100 ; Mozo perchero plateado         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50073        ;  ; 8435406124227 ; 55 ; 55 ; 175 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50074        ; 100 ; Espejo metal blanco            ; Mueble ;  ;  ; 0 ; 1 ;  ; 50074        ;  ; 8435406124234 ; 120 ; 3 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50075        ; 100 ; Espejo de metal blanco         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50075        ;  ; 8435406124241 ; 90 ; 3 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50076        ; 100 ; Recibidor de metal blanco      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50076        ;  ; 8435406124258 ; 90 ; 37 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50077        ; 100 ; Parag¸ero de metal blanco      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50077        ;  ; 8435406124265 ; 24 ; 24 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50079        ; 100 ; Espejo de metal plata          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50079        ;  ; 8435406124289 ; 90 ; 3 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50080        ; 100 ; Recibidor de metal plata       ; Mueble ;  ;  ; 0 ; 1 ;  ; 50080        ;  ; 8435406124296 ; 90 ; 37 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50081        ; 100 ; Parag¸ero de metal plata       ; Mueble ;  ;  ; 0 ; 1 ;  ; 50081        ;  ; 8435406124302 ; 24 ; 24 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50083        ; 100 ; Juego de dos mesas de metal    ; Mueble ;  ;  ; 0 ; 1 ;  ; 50083        ;  ; 8435406124449 ; 59 ; 54 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50084        ; 100 ; Juego de dos mesas de metal    ; Mueble ;  ;  ; 0 ; 1 ;  ; 50084        ;  ; 8435406124456 ; 55 ; 49 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50085        ; 100 ; Mesa rinconera cristal y metal ; Mueble ;  ;  ; 0 ; 1 ;  ; 50085        ;  ; 8435406124463 ; 51 ; 51 ; 50 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50086        ; 100 ; Banco de metal                 ; Mueble ;  ;  ; 0 ; 1 ;  ; 50086        ;  ; 8435406124470 ; 80 ; 31 ; 54 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50087        ; 100 ; Mesa centro de metal y cristal ; Mueble ;  ;  ; 0 ; 1 ;  ; 50087        ;  ; 8435406124487 ; 80 ; 80 ; 40 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50088        ; 100 ; Espejo marco metal             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50088        ;  ; 8435406124494 ; 132 ; 9 ; 132 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50089        ; 100 ; Espejo marco metal             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50089        ;  ; 8435406124500 ; 103 ; 3 ; 103 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50090        ; 100 ; Espejo marco metal             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50090        ;  ; 8435406124517 ; 110 ; 7 ; 110 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50091        ; 100 ; Mesa rinconera metal y cristal ; Mueble ;  ;  ; 0 ; 1 ;  ; 50091        ;  ; 8435406124524 ; 65 ; 65 ; 64 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50092        ; 100 ; Mesa rinconera metal y cristal ; Mueble ;  ;  ; 0 ; 1 ;  ; 50092        ;  ; 8435406124531 ; 50 ; 50 ; 56 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50093        ; 100 ; Perchero de metal negro        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50093        ;  ; 8435406124548 ; 50 ; 50 ; 180 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50094        ; 100 ; Canasto balancÌn blanco        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50094        ;  ; 8435406125071 ; 98 ; 118 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50095        ; 100 ; Canasto blanco y verde         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50095        ;  ; 8435406125088 ; 98 ; 118 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50096        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50096        ;  ; 8435406125095 ; 160 ; 94 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50097        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50097        ;  ; 8435406125101 ; 58 ; 50 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50098        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50098        ;  ; 8435406125118 ; 78 ; 120 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50099        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50099        ;  ; 8435406125125 ; 160 ; 93 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50100        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50100        ;  ; 8435406125132 ; 52 ; 48 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50101        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50101        ;  ; 8435406125149 ; 60 ; 113 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50102        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50102        ;  ; 8435406125156 ; 160 ; 93 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50103        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50103        ;  ; 8435406125163 ; 47 ; 45 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50104        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50104        ;  ; 8435406125170 ; 59 ; 105 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50105        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50105        ;  ; 8435406125187 ; 160 ; 96 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50106        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50106        ;  ; 8435406125194 ; 48 ; 35 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50107        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50107        ;  ; 8435406125200 ; 59 ; 119 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50108        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50108        ;  ; 8435406125217 ; 160 ; 90 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50109        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50109        ;  ; 8435406125224 ; 48 ; 45 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50110        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50110        ;  ; 8435406125231 ; 60 ; 115 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50112        ; 100 ; Cabezal blanco lacado          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50112        ;  ; 8435406125255 ; 160 ; 88 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50113        ; 100 ; Mesita noche blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50113        ;  ; 8435406125262 ; 55 ; 45 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50114        ; 100 ; Chifonier blanco lacado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50114        ;  ; 8435406125279 ; 68 ; 119 ; 192 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50115        ; 100 ; Mesa TV blanca lacada          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50115        ;  ; 8435406125286 ; 150 ; 35 ; 35 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50116        ; 100 ; Mesa centro blanca lacada      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50116        ;  ; 8435406125293 ; 118 ; 32 ; 35 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50117        ; 100 ; Aparador blanco lacado         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50117        ;  ; 8435406125309 ; 145 ; 90 ; 43 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50118        ; 100 ; Mesa comedor blanca lacada     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50118        ;  ; 8435406125316 ; 160 ; 90 ; 76 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50123        ; 100 ; Mesita de cafÈ blanca          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50123        ;  ; 8435406125637 ; 70 ; 70 ; 70 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50124        ; 100 ; Mesa blanca patas madera       ; Mueble ;  ;  ; 0 ; 1 ;  ; 50124        ;  ; 8435406125644 ; 80 ; 80 ; 72 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50126        ; 100 ; Taburete bar blanco            ; Mueble ;  ;  ; 0 ; 1 ;  ; 50126        ;  ; 8435406125668 ; 54 ; 47 ; 118 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50127        ; 100 ; Mesa de comedor madera lacada  ; Mueble ;  ;  ; 0 ; 1 ;  ; 50127        ;  ; 8435406125675 ; 120 ; 70 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50129        ; 100 ; Aparador Forest color nogal    ; Mueble ;  ;  ; 0 ; 1 ;  ; 50129        ;  ; 8435406125699 ; 130 ; 40 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50130        ; 100 ; Mesa de centro de cristal      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50130        ;  ; 8435406125705 ; 105 ; 65 ; 42 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50133        ; 100 ; Mesa lacada blanca             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50133        ;  ; 8435406125798 ; 120 ; 75 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50134        ; 100 ; Mesa centro de diseÒo cristal  ; Mueble ;  ;  ; 0 ; 1 ;  ; 50134        ;  ; 8435406125804 ; 110 ; 60 ; 45 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50135        ; 100 ; Mesa centro de diseÒo cristal  ; Mueble ;  ;  ; 0 ; 1 ;  ; 50135        ;  ; 8435406125811 ; 110 ; 60 ; 45 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50136        ; 100 ; SillÛn blanco y negro          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50136        ;  ; 8435406125828 ; 55 ; 55 ; 85 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50137        ; 100 ; SillÛn p˙rpura                 ; Mueble ;  ;  ; 0 ; 1 ;  ; 50137        ;  ; 8435406125835 ; 60 ; 75 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50138        ; 100 ; SillÛn orejero estampado       ; Mueble ;  ;  ; 0 ; 1 ;  ; 50138        ;  ; 8435406125842 ; 75 ; 75 ; 95 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50139        ; 100 ; SillÛn estampado morado        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50139        ;  ; 8435406125859 ; 65 ; 65 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50140        ; 100 ; SillÛn estampado beige         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50140        ;  ; 8435406125866 ; 60 ; 60 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50141        ; 100 ; SillÛn estampado blanco negro  ; Mueble ;  ;  ; 0 ; 1 ;  ; 50141        ;  ; 8435406125873 ; 60 ; 60 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50147        ; 100 ; SillÛn tumbona polipiel blanco ; Mueble ;  ;  ; 0 ; 1 ;  ; 50147        ;  ; 8435406127754 ; 44 ; 170 ; 65 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50149        ; 100 ; SillÛn con reposapiÈs blanca   ; Mueble ;  ;  ; 0 ; 1 ;  ; 50149        ;  ; 8435406127778 ; 75 ; 57 ; 65 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50151        ; 100 ; SillÛn de diseÒo rojo          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50151        ;  ; 8435406127792 ; 70 ; 60 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50154        ; 100 ; Chifonier 5 cajones plata      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50154        ;  ; 8435406127907 ; 44 ; 35 ; 86 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50155        ; 100 ; Mesa centro 3 cajones plata    ; Mueble ;  ;  ; 0 ; 1 ;  ; 50155        ;  ; 8435406127822 ; 86 ; 60 ; 34 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50156        ; 100 ; Espejo marco plata             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50156        ;  ; 8435406127839 ; 50 ; 2 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50159        ; 100 ; Chifonier 6 cajones blanco     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50159        ;  ; 8435406127860 ; 42 ; 35 ; 86 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50162        ; 100 ; Espejo marco blanco            ; Mueble ;  ;  ; 0 ; 1 ;  ; 50162        ;  ; 8435406127891 ; 50 ; 2 ; 80 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50163        ; 100 ; Sof· tela 3 plazas gris        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50163        ;  ; 8435406127945 ; 213 ; 100 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50164        ; 100 ; Sof· tela 2 plazas gris        ; Mueble ;  ;  ; 0 ; 1 ;  ; 50164        ;  ; 8435406127921 ; 180 ; 100 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50165        ; 100 ; Sof· tela 3 plazas marrÛn      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50165        ;  ; 8435406127952 ; 213 ; 100 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50166        ; 100 ; Sof· tela 2 plazas marrÛn      ; Mueble ;  ;  ; 0 ; 1 ;  ; 50166        ;  ; 8435406127938 ; 180 ; 100 ; 60 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50168        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50168        ;  ; 8435406120502 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50170        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50170        ;  ; 8435406120540 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50171        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50171        ;  ; 8435406120557 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50172        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50172        ;  ; 8435406120571 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50173        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50173        ;  ; 8435406120588 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50174        ; 100 ; Mueble escalera                ; Mueble ;  ;  ; 0 ; 1 ;  ; 50174        ;  ; 8435406120595 ; 88 ; 37 ; 90 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50175        ; 100 ; Escalera de Bamb˙              ; Mueble ;  ;  ; 0 ; 1 ;  ; 50175        ;  ; 8435406120601 ; 39 ; 6 ; 171 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50176        ; 100 ; Escalera de Bamb˙              ; Mueble ;  ;  ; 0 ; 1 ;  ; 50176        ;  ; 8435406120625 ; 39 ; 6 ; 171 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50177        ; 100 ; Escritorio Havanna             ; Mueble ;  ;  ; 0 ; 1 ;  ; 50177        ;  ; 8435406120632 ; 130 ; 55 ; 78 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50178        ; 100 ; Escritorio                     ; Mueble ;  ;  ; 0 ; 1 ;  ; 50178        ;  ; 8435406120649 ; 130 ; 55 ; 78 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50179        ; 100 ; Mesa de comedor lacada         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50179        ;  ; 8435406120656 ; 150 ; 90 ; 77 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50180        ; 100 ; Mesa de comedor lacada         ; Mueble ;  ;  ; 0 ; 1 ;  ; 50180        ;  ; 8435406120670 ; 150 ; 90 ; 75 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50182        ; 100 ; Mesa de centro lacada          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50182        ;  ; 8435406120694 ; 125 ; 62 ; 45 ; Cm ; U ; 100 ; 0 ; 0 ; 0
50184        ; 100 ; Mesa de centro lacada          ; Mueble ;  ;  ; 0 ; 1 ;  ; 50184        ;  ; 8435406120724 ; 120 ; 65 ; 44 ; Cm ; U ; 100 ; 0 ; 0 ; 0
